id_noticia,trunc_num_tokens,trunc_avg_sentence_len,trunc_avg_word_len,target
1,174,12.416666666666666,4.442953020134228,1
2,348,15.36842105263158,4.428082191780822,1
3,245,15.615384615384617,4.773399014778325,1
4,157,23.666666666666668,4.535211267605634,1
5,165,11.0,4.96969696969697,1
6,232,12.0,4.651041666666667,1
7,231,16.75,4.796019900497512,1
8,223,12.2,4.360655737704918,1
9,113,24.5,4.724489795918367,1
10,294,16.733333333333334,4.824701195219124,1
11,212,15.083333333333334,4.950276243093922,1
12,269,19.25,4.653679653679654,1
13,287,23.181818181818183,4.858823529411764,1
14,129,15.714285714285714,4.8090909090909095,1
15,155,18.428571428571427,4.775193798449612,1
16,363,14.272727272727272,4.856687898089172,1
17,797,21.75,4.353448275862069,1
18,209,18.3,4.80327868852459,1
19,406,15.954545454545457,5.219373219373219,1
20,510,29.4,5.011337868480726,1
21,166,13.636363636363637,5.166666666666667,1
22,323,17.0,5.018382352941177,1
23,531,18.58333333333333,5.0874439461883405,1
24,548,14.333333333333334,4.6257928118393234,1
25,154,9.428571428571429,5.196969696969697,1
26,233,12.8125,4.453658536585366,1
27,473,16.84,4.831353919239905,1
28,301,20.75,4.759036144578313,1
29,769,16.512820512820515,4.790372670807454,1
30,348,20.666666666666668,4.861290322580645,1
31,276,17.428571428571427,4.487704918032787,1
32,231,17.545454545454547,5.243523316062176,1
33,206,19.444444444444443,4.857142857142857,1
34,325,17.375,4.661870503597123,1
35,232,10.736842105263158,4.661764705882353,1
36,535,13.205882352941176,4.4543429844098,1
37,375,12.625,4.831683168316832,1
38,564,17.814814814814813,5.016632016632016,1
39,342,16.0,5.170138888888889,1
40,830,11.238095238095235,4.55225988700565,1
41,257,18.666666666666668,4.53125,1
42,441,20.15,4.923076923076923,1
43,376,12.461538461538462,4.910493827160494,1
44,456,22.38888888888889,5.119106699751861,1
45,220,15.416666666666666,5.383783783783784,1
46,303,15.75,5.146825396825397,1
47,872,20.58333333333333,5.415654520917679,1
48,284,15.0,4.908333333333333,1
49,345,14.45,4.868512110726644,1
50,301,19.0,5.165413533834586,1
51,516,15.0,4.864444444444445,1
52,364,10.928571428571429,4.839869281045751,1
53,252,14.733333333333333,5.02262443438914,1
54,226,18.09090909090909,5.160804020100502,1
55,350,11.11111111111111,5.333333333333333,1
56,295,20.916666666666668,5.231075697211155,1
57,281,16.6,4.755020080321285,1
58,397,25.46153846153846,4.719033232628399,1
59,259,20.272727272727277,5.179372197309417,1
60,882,21.11111111111111,4.765789473684211,1
61,152,16.375,4.954198473282442,1
62,796,27.48,5.12372634643377,1
63,358,10.666666666666666,4.80078125,1
64,397,14.826086956521738,4.956011730205279,1
65,411,15.681818181818182,5.040579710144928,1
66,339,24.416666666666668,4.815699658703072,1
67,391,15.285714285714286,5.118380062305296,1
68,221,16.727272727272727,5.016304347826087,1
70,393,19.666666666666668,4.991525423728813,1
71,205,21.75,4.758620689655173,1
72,738,12.851063829787234,4.423841059602649,1
73,239,23.55555555555556,4.6745283018867925,1
74,315,22.5,4.922222222222223,1
75,384,29.363636363636363,5.356037151702786,1
76,303,29.33333333333333,5.049242424242424,1
77,338,21.357142857142858,5.063545150501672,1
78,139,9.076923076923077,5.466101694915254,1
79,351,16.38888888888889,5.074576271186441,1
80,227,19.1,5.162303664921466,1
81,262,21.0,5.194805194805195,1
82,391,21.4375,5.02332361516035,1
83,237,19.09090909090909,4.795238095238095,1
84,537,19.52173913043478,5.048997772828508,1
85,247,14.266666666666667,5.088785046728972,1
86,198,23.714285714285715,5.186746987951807,1
87,205,16.545454545454547,4.434065934065934,1
88,194,19.22222222222222,4.971098265895954,1
89,239,18.83333333333333,5.331858407079646,1
90,186,15.2,5.348684210526316,1
91,245,23.55555555555556,4.867924528301887,1
92,203,13.75,4.351515151515152,1
93,572,19.884615384615383,5.013539651837524,1
94,250,18.75,5.24,1
95,395,23.714285714285715,5.093373493975903,1
96,179,15.6,4.7756410256410255,1
97,230,11.625,4.661290322580645,1
98,539,17.68,4.626696832579186,1
99,98,13.833333333333334,4.843373493975903,1
100,313,14.36842105263158,4.930402930402931,1
101,181,21.285714285714285,5.469798657718121,1
102,175,19.375,4.509677419354839,1
103,177,20.0,4.7125,1
104,537,12.487179487179487,4.630390143737166,1
105,858,20.114285714285717,4.771306818181818,1
106,293,20.33333333333333,4.889344262295082,1
107,312,14.5,5.103448275862069,1
108,201,22.5,4.583333333333333,1
109,444,18.047619047619047,4.891820580474934,1
110,171,10.923076923076923,5.077464788732394,1
111,253,18.916666666666668,4.651982378854625,1
112,149,17.5,5.107142857142857,1
113,381,20.47058823529412,4.767241379310345,1
114,390,32.7,5.345565749235474,1
115,283,19.0,4.789473684210527,1
116,361,14.045454545454543,4.867313915857605,1
117,345,27.90909090909091,5.234527687296417,1
118,276,19.75,5.282700421940929,1
119,318,30.77777777777778,4.664259927797834,1
120,686,15.578947368421051,4.704391891891892,1
121,363,18.22222222222222,4.942073170731708,1
122,230,22.55555555555556,5.078817733990148,1
123,446,12.272727272727272,4.5358024691358025,1
124,346,23.166666666666668,4.982014388489208,1
125,232,17.083333333333332,4.88780487804878,1
126,554,17.884615384615383,5.116129032258065,1
127,498,23.210526315789476,5.26984126984127,1
128,475,17.391304347826086,4.655,1
129,347,25.08333333333333,5.3023255813953485,1
130,320,18.53333333333333,5.039568345323741,1
131,347,23.53846153846154,4.794117647058823,1
132,377,18.176470588235293,4.796116504854369,1
133,469,12.117647058823527,4.87378640776699,1
134,285,23.63636363636364,4.826923076923077,1
135,342,18.5625,5.141414141414141,1
136,373,20.25,4.833333333333333,1
137,554,21.476190476190474,5.181818181818182,1
138,681,12.86046511627907,4.768535262206148,1
139,282,21.416666666666668,4.879377431906615,1
140,185,14.181818181818182,5.089743589743589,1
141,335,20.642857142857142,4.692041522491349,1
142,219,22.11111111111111,4.633165829145729,1
143,377,17.444444444444443,4.7165605095541405,1
144,298,17.4,5.467432950191571,1
145,877,17.11904761904762,5.001390820584144,1
146,224,16.545454545454547,4.950549450549451,1
147,367,23.846153846153847,5.248387096774193,1
148,321,26.6,4.733082706766917,1
149,540,19.58333333333333,4.906382978723404,1
150,308,13.833333333333334,4.943775100401607,1
151,238,14.846153846153848,5.0310880829015545,1
152,171,13.818181818181818,4.9605263157894735,1
153,490,12.823529411764708,4.6307339449541285,1
154,156,24.0,4.979166666666667,1
155,208,19.55555555555556,5.471590909090909,1
156,425,16.80952380952381,4.985835694050992,1
157,315,25.09090909090909,5.057971014492754,1
158,259,15.333333333333334,5.104347826086957,1
159,712,10.379310344827584,5.076411960132891,1
160,392,18.764705882352946,5.090909090909091,1
161,289,24.0,4.75,1
162,297,13.72222222222222,4.538461538461538,1
163,297,20.75,5.389558232931727,1
164,567,15.419354838709678,5.048117154811716,1
165,302,21.916666666666668,4.916349809885932,1
166,391,25.846153846153847,4.994047619047619,1
167,143,18.857142857142858,4.5606060606060606,1
168,261,14.866666666666667,4.9641255605381165,1
169,189,14.5,4.632183908045977,1
170,234,16.166666666666668,4.603092783505154,1
171,349,16.157894736842106,4.364820846905538,1
172,192,19.666666666666668,4.903954802259887,1
173,224,16.5,4.535353535353536,1
174,155,14.555555555555555,4.816793893129771,1
175,305,19.857142857142858,4.723021582733813,1
176,607,20.24,4.907114624505929,1
177,427,16.227272727272727,4.750700280112045,1
178,413,17.35,5.083573487031701,1
179,163,15.333333333333334,5.195652173913044,1
180,627,19.428571428571427,4.481617647058823,1
181,230,18.181818181818183,4.72,1
182,402,12.172413793103448,4.739376770538244,1
183,410,21.529411764705884,4.549180327868853,1
184,247,17.75,4.685446009389671,1
185,359,15.842105263157896,4.787375415282392,1
186,197,17.3,4.815028901734104,1
187,117,16.666666666666668,4.79,1
188,274,16.857142857142858,4.707627118644068,1
189,302,29.444444444444443,4.49811320754717,1
190,270,11.85,4.734177215189874,1
191,217,16.0,5.255208333333333,1
192,239,18.545454545454547,5.073529411764706,1
193,267,25.11111111111111,5.367256637168142,1
194,234,18.272727272727277,4.756218905472637,1
195,396,14.454545454545457,5.00314465408805,1
196,408,14.416666666666666,5.03757225433526,1
197,316,17.8,5.123595505617978,1
198,170,16.333333333333332,4.9727891156462585,1
199,105,15.5,5.365591397849462,1
200,292,22.545454545454547,5.108870967741935,1
201,205,28.0,5.470238095238095,1
202,205,12.153846153846152,5.0,1
203,195,19.375,4.625806451612903,1
204,230,38.6,4.735751295336788,1
205,182,18.11111111111111,4.607361963190184,1
206,212,45.5,4.62087912087912,1
207,173,35.5,4.704225352112676,1
208,234,24.5,4.729591836734694,1
209,156,33.5,5.298507462686567,1
210,119,16.166666666666668,5.804123711340206,1
211,141,29.5,5.127118644067797,1
212,156,44.66666666666666,5.514925373134329,1
213,170,28.2,5.212765957446808,1
214,246,21.77777777777778,5.010204081632653,1
215,95,13.0,5.384615384615385,1
216,113,18.8,5.297872340425532,1
217,104,22.5,5.044444444444444,1
218,141,24.0,4.85,1
219,170,28.2,4.872340425531915,1
220,185,22.285714285714285,5.288461538461538,1
221,195,33.2,4.63855421686747,1
222,106,22.5,4.977777777777778,1
223,113,24.5,5.5,1
224,184,19.375,4.554838709677419,1
225,307,22.818181818181817,4.800796812749004,1
226,122,26.0,4.663461538461538,1
227,154,33.0,4.53030303030303,1
228,177,30.8,4.831168831168832,1
229,237,28.142857142857142,5.355329949238579,1
230,109,8.4,4.869047619047619,1
231,143,17.285714285714285,4.801652892561983,1
232,118,20.0,5.57,1
233,147,24.2,4.710743801652892,1
234,101,21.5,5.209302325581396,1
235,241,24.875,4.592964824120603,1
236,508,22.72222222222222,5.459657701711492,1
237,207,14.909090909090908,4.951219512195122,1
238,266,42.8,5.392523364485982,1
239,124,17.5,5.247619047619048,1
240,110,23.5,5.23404255319149,1
241,124,16.833333333333332,5.6138613861386135,1
242,93,20.0,5.1875,1
243,181,24.33333333333333,5.0,1
244,115,23.0,4.793478260869565,1
245,188,26.0,4.92948717948718,1
246,117,24.25,4.731958762886598,1
247,189,9.625,5.097402597402597,1
248,226,30.5,5.185792349726776,1
249,201,24.0,5.25,1
250,100,11.571428571428571,5.098765432098766,1
251,146,31.75,4.606299212598425,1
252,196,13.181818181818182,4.593103448275862,1
253,203,14.181818181818182,4.512820512820513,1
254,200,16.6,4.86144578313253,1
255,125,35.0,5.266666666666667,1
256,190,26.666666666666668,5.125,1
257,298,17.357142857142858,4.962962962962963,1
258,159,27.0,4.896296296296296,1
259,178,28.0,5.092857142857143,1
