id_noticia,trunc_num_tokens,trunc_avg_sentence_len,trunc_avg_word_len
1,174,12.416666666666666,4.442953020134228
2,348,15.36842105263158,4.428082191780822
3,245,15.615384615384617,4.773399014778325
4,157,23.666666666666668,4.535211267605634
5,165,11.0,4.96969696969697
6,232,12.0,4.651041666666667
7,231,16.75,4.796019900497512
8,223,12.2,4.360655737704918
9,113,24.5,4.724489795918367
10,294,16.733333333333334,4.824701195219124
11,212,15.083333333333334,4.950276243093922
12,269,19.25,4.653679653679654
13,287,23.181818181818183,4.858823529411764
14,129,15.714285714285714,4.8090909090909095
15,155,18.428571428571427,4.775193798449612
16,363,14.272727272727272,4.856687898089172
17,797,21.75,4.353448275862069
18,209,18.3,4.80327868852459
19,406,15.954545454545457,5.219373219373219
20,510,29.4,5.011337868480726
21,166,13.636363636363637,5.166666666666667
22,323,17.0,5.018382352941177
23,531,18.58333333333333,5.0874439461883405
24,548,14.333333333333334,4.6257928118393234
25,154,9.428571428571429,5.196969696969697
26,233,12.8125,4.453658536585366
27,473,16.84,4.831353919239905
28,301,20.75,4.759036144578313
29,769,16.512820512820515,4.790372670807454
30,348,20.666666666666668,4.861290322580645
31,276,17.428571428571427,4.487704918032787
32,231,17.545454545454547,5.243523316062176
33,206,19.444444444444443,4.857142857142857
34,325,17.375,4.661870503597123
35,232,10.736842105263158,4.661764705882353
36,535,13.205882352941176,4.4543429844098
37,375,12.625,4.831683168316832
38,564,17.814814814814813,5.016632016632016
39,342,16.0,5.170138888888889
40,830,11.238095238095235,4.55225988700565
41,257,18.666666666666668,4.53125
42,441,20.15,4.923076923076923
43,376,12.461538461538462,4.910493827160494
44,456,22.38888888888889,5.119106699751861
45,220,15.416666666666666,5.383783783783784
46,303,15.75,5.146825396825397
47,872,20.58333333333333,5.415654520917679
48,284,15.0,4.908333333333333
49,345,14.45,4.868512110726644
50,301,19.0,5.165413533834586
51,516,15.0,4.864444444444445
52,364,10.928571428571429,4.839869281045751
53,252,14.733333333333333,5.02262443438914
54,226,18.09090909090909,5.160804020100502
55,350,11.11111111111111,5.333333333333333
56,295,20.916666666666668,5.231075697211155
57,281,16.6,4.755020080321285
58,397,25.46153846153846,4.719033232628399
59,259,20.272727272727277,5.179372197309417
60,882,21.11111111111111,4.765789473684211
61,152,16.375,4.954198473282442
62,796,27.48,5.12372634643377
63,358,10.666666666666666,4.80078125
64,397,14.826086956521738,4.956011730205279
65,411,15.681818181818182,5.040579710144928
66,339,24.416666666666668,4.815699658703072
67,391,15.285714285714286,5.118380062305296
68,221,16.727272727272727,5.016304347826087
70,393,19.666666666666668,4.991525423728813
71,205,21.75,4.758620689655173
72,738,12.851063829787234,4.423841059602649
73,239,23.55555555555556,4.6745283018867925
74,315,22.5,4.922222222222223
75,384,29.363636363636363,5.356037151702786
76,303,29.33333333333333,5.049242424242424
77,338,21.357142857142858,5.063545150501672
78,139,9.076923076923077,5.466101694915254
79,351,16.38888888888889,5.074576271186441
80,227,19.1,5.162303664921466
81,262,21.0,5.194805194805195
82,391,21.4375,5.02332361516035
83,237,19.09090909090909,4.795238095238095
84,537,19.52173913043478,5.048997772828508
85,247,14.266666666666667,5.088785046728972
86,198,23.714285714285715,5.186746987951807
87,205,16.545454545454547,4.434065934065934
88,194,19.22222222222222,4.971098265895954
89,239,18.83333333333333,5.331858407079646
90,186,15.2,5.348684210526316
91,245,23.55555555555556,4.867924528301887
92,203,13.75,4.351515151515152
93,572,19.884615384615383,5.013539651837524
94,250,18.75,5.24
95,395,23.714285714285715,5.093373493975903
96,179,15.6,4.7756410256410255
97,230,11.625,4.661290322580645
98,539,17.68,4.626696832579186
99,98,13.833333333333334,4.843373493975903
100,313,14.36842105263158,4.930402930402931
101,181,21.285714285714285,5.469798657718121
102,175,19.375,4.509677419354839
103,177,20.0,4.7125
104,537,12.487179487179487,4.630390143737166
105,858,20.114285714285717,4.771306818181818
106,293,20.33333333333333,4.889344262295082
107,312,14.5,5.103448275862069
108,201,22.5,4.583333333333333
109,444,18.047619047619047,4.891820580474934
110,171,10.923076923076923,5.077464788732394
111,253,18.916666666666668,4.651982378854625
112,149,17.5,5.107142857142857
113,381,20.47058823529412,4.767241379310345
114,390,32.7,5.345565749235474
115,283,19.0,4.789473684210527
116,361,14.045454545454543,4.867313915857605
117,345,27.90909090909091,5.234527687296417
118,276,19.75,5.282700421940929
119,318,30.77777777777778,4.664259927797834
120,686,15.578947368421051,4.704391891891892
121,363,18.22222222222222,4.942073170731708
122,230,22.55555555555556,5.078817733990148
123,446,12.272727272727272,4.5358024691358025
124,346,23.166666666666668,4.982014388489208
125,232,17.083333333333332,4.88780487804878
126,554,17.884615384615383,5.116129032258065
127,498,23.210526315789476,5.26984126984127
128,475,17.391304347826086,4.655
129,347,25.08333333333333,5.3023255813953485
130,320,18.53333333333333,5.039568345323741
131,347,23.53846153846154,4.794117647058823
132,377,18.176470588235293,4.796116504854369
133,469,12.117647058823527,4.87378640776699
134,285,23.63636363636364,4.826923076923077
135,342,18.5625,5.141414141414141
136,373,20.25,4.833333333333333
137,554,21.476190476190474,5.181818181818182
138,681,12.86046511627907,4.768535262206148
139,282,21.416666666666668,4.879377431906615
140,185,14.181818181818182,5.089743589743589
141,335,20.642857142857142,4.692041522491349
142,219,22.11111111111111,4.633165829145729
143,377,17.444444444444443,4.7165605095541405
144,298,17.4,5.467432950191571
145,877,17.11904761904762,5.001390820584144
146,224,16.545454545454547,4.950549450549451
147,367,23.846153846153847,5.248387096774193
148,321,26.6,4.733082706766917
149,540,19.58333333333333,4.906382978723404
150,308,13.833333333333334,4.943775100401607
151,238,14.846153846153848,5.0310880829015545
152,171,13.818181818181818,4.9605263157894735
153,490,12.823529411764708,4.6307339449541285
154,156,24.0,4.979166666666667
155,208,19.55555555555556,5.471590909090909
156,425,16.80952380952381,4.985835694050992
157,315,25.09090909090909,5.057971014492754
158,259,15.333333333333334,5.104347826086957
159,712,10.379310344827584,5.076411960132891
160,392,18.764705882352946,5.090909090909091
161,289,24.0,4.75
162,297,13.72222222222222,4.538461538461538
163,297,20.75,5.389558232931727
164,567,15.419354838709678,5.048117154811716
165,302,21.916666666666668,4.916349809885932
166,391,25.846153846153847,4.994047619047619
167,143,18.857142857142858,4.5606060606060606
168,261,14.866666666666667,4.9641255605381165
169,189,14.5,4.632183908045977
170,234,16.166666666666668,4.603092783505154
171,349,16.157894736842106,4.364820846905538
172,192,19.666666666666668,4.903954802259887
173,224,16.5,4.535353535353536
174,155,14.555555555555555,4.816793893129771
175,305,19.857142857142858,4.723021582733813
176,607,20.24,4.907114624505929
177,427,16.227272727272727,4.750700280112045
178,413,17.35,5.083573487031701
179,163,15.333333333333334,5.195652173913044
180,627,19.428571428571427,4.481617647058823
181,230,18.181818181818183,4.72
182,402,12.172413793103448,4.739376770538244
183,410,21.529411764705884,4.549180327868853
184,247,17.75,4.685446009389671
185,359,15.842105263157896,4.787375415282392
186,197,17.3,4.815028901734104
187,117,16.666666666666668,4.79
188,274,16.857142857142858,4.707627118644068
189,302,29.444444444444443,4.49811320754717
190,270,11.85,4.734177215189874
191,217,16.0,5.255208333333333
192,239,18.545454545454547,5.073529411764706
193,267,25.11111111111111,5.367256637168142
194,234,18.272727272727277,4.756218905472637
195,396,14.454545454545457,5.00314465408805
196,408,14.416666666666666,5.03757225433526
197,316,17.8,5.123595505617978
198,170,16.333333333333332,4.9727891156462585
199,105,15.5,5.365591397849462
200,292,22.545454545454547,5.108870967741935
201,205,28.0,5.470238095238095
202,205,12.153846153846152,5.0
203,195,19.375,4.625806451612903
204,230,38.6,4.735751295336788
205,182,18.11111111111111,4.607361963190184
206,212,45.5,4.62087912087912
207,173,35.5,4.704225352112676
208,234,24.5,4.729591836734694
209,156,33.5,5.298507462686567
210,119,16.166666666666668,5.804123711340206
211,141,29.5,5.127118644067797
212,156,44.66666666666666,5.514925373134329
213,170,28.2,5.212765957446808
214,246,21.77777777777778,5.010204081632653
215,95,13.0,5.384615384615385
216,113,18.8,5.297872340425532
217,104,22.5,5.044444444444444
218,141,24.0,4.85
219,170,28.2,4.872340425531915
220,185,22.285714285714285,5.288461538461538
221,195,33.2,4.63855421686747
222,106,22.5,4.977777777777778
223,113,24.5,5.5
224,184,19.375,4.554838709677419
225,307,22.818181818181817,4.800796812749004
226,122,26.0,4.663461538461538
227,154,33.0,4.53030303030303
228,177,30.8,4.831168831168832
229,237,28.142857142857142,5.355329949238579
230,109,8.4,4.869047619047619
231,143,17.285714285714285,4.801652892561983
232,118,20.0,5.57
233,147,24.2,4.710743801652892
234,101,21.5,5.209302325581396
235,241,24.875,4.592964824120603
236,508,22.72222222222222,5.459657701711492
237,207,14.909090909090908,4.951219512195122
238,266,42.8,5.392523364485982
239,124,17.5,5.247619047619048
240,110,23.5,5.23404255319149
241,124,16.833333333333332,5.6138613861386135
242,93,20.0,5.1875
243,181,24.33333333333333,5.0
244,115,23.0,4.793478260869565
245,188,26.0,4.92948717948718
246,117,24.25,4.731958762886598
247,189,9.625,5.097402597402597
248,226,30.5,5.185792349726776
249,201,24.0,5.25
250,100,11.571428571428571,5.098765432098766
251,146,31.75,4.606299212598425
252,196,13.181818181818182,4.593103448275862
253,203,14.181818181818182,4.512820512820513
254,200,16.6,4.86144578313253
255,125,35.0,5.266666666666667
256,190,26.666666666666668,5.125
257,298,17.357142857142858,4.962962962962963
258,159,27.0,4.896296296296296
259,178,28.0,5.092857142857143
260,168,20.857142857142858,4.890410958904109
261,275,39.0,5.188034188034188
262,373,28.272727272727277,5.128617363344051
263,199,20.125,4.875776397515528
264,121,13.125,4.628571428571429
265,160,13.5,4.918518518518519
266,410,14.44,5.8171745152354575
267,298,19.384615384615383,4.944444444444445
268,139,11.5,4.947826086956522
269,141,7.866666666666666,4.898305084745763
270,376,17.22222222222222,5.04516129032258
271,137,10.8,5.296296296296297
272,161,15.333333333333334,4.833333333333333
273,157,9.846153846153848,4.6875
274,236,12.8,4.739583333333333
275,172,16.0,4.6875
276,353,15.789473684210526,4.91
277,196,13.166666666666666,4.80379746835443
278,158,13.2,4.946969696969697
279,199,11.0,5.151515151515151
280,351,13.727272727272728,4.701986754966887
281,158,11.333333333333334,4.823529411764706
282,200,16.3,4.656441717791411
283,204,12.846153846153848,4.976047904191617
284,222,15.583333333333334,4.86096256684492
285,157,16.125,4.488372093023256
286,192,13.0,4.935897435897436
287,241,15.307692307692308,4.603015075376884
288,98,10.714285714285714,4.546666666666667
289,227,9.166666666666666,4.824242424242424
290,1062,16.375,5.086150490730644
291,316,22.0,4.901515151515151
292,182,14.0,4.746753246753247
293,302,18.071428571428573,5.205533596837944
294,157,16.375,4.885496183206107
295,202,15.727272727272728,4.739884393063584
296,141,13.11111111111111,4.898305084745763
297,187,13.333333333333334,4.91875
298,139,13.75,5.0181818181818185
299,171,10.846153846153848,4.638297872340425
300,155,11.0,4.704545454545454
301,182,7.555555555555555,4.823529411764706
302,148,10.666666666666666,5.2890625
303,52,10.75,5.255813953488372
304,409,19.666666666666668,5.437853107344632
305,196,18.444444444444443,5.391566265060241
306,123,10.2,4.549019607843137
307,126,12.11111111111111,4.889908256880734
308,131,18.33333333333333,4.818181818181818
309,214,15.0,4.944444444444445
310,108,7.0,5.047619047619048
311,126,15.142857142857142,4.858490566037736
312,253,9.476190476190476,5.201005025125628
313,22,3.0,6.066666666666666
314,200,17.0,4.6
315,227,16.363636363636363,4.822222222222222
316,40,10.666666666666666,5.59375
317,202,11.066666666666666,4.86144578313253
318,372,22.142857142857142,5.312903225806451
319,155,26.0,4.769230769230769
320,146,11.6,5.198275862068965
321,162,20.285714285714285,4.704225352112676
322,102,9.11111111111111,5.024390243902439
323,110,14.0,4.744897959183674
324,126,15.0,4.942857142857143
325,140,12.2,5.090163934426229
326,416,19.88888888888889,4.952513966480447
327,162,13.7,4.875912408759124
328,311,15.9375,4.666666666666667
329,82,5.727272727272728,4.476190476190476
330,153,10.75,4.813953488372093
331,171,13.272727272727272,4.849315068493151
332,105,15.0,4.688888888888889
333,525,14.09375,4.733924611973393
334,146,9.583333333333334,4.608695652173913
335,137,13.0,4.658119658119658
336,211,17.2,4.924418604651163
337,173,11.23076923076923,4.787671232876712
338,222,12.857142857142858,4.544444444444444
339,141,6.75,5.12962962962963
340,196,14.909090909090908,5.243902439024391
341,158,14.444444444444445,5.1
342,426,14.576923076923077,4.408970976253298
343,131,11.88888888888889,4.551401869158879
344,109,9.666666666666666,4.804597701149425
345,191,7.333333333333333,4.37012987012987
346,336,15.666666666666666,4.585106382978723
347,147,17.428571428571427,5.131147540983607
348,143,16.285714285714285,4.008771929824562
349,272,18.153846153846157,5.550847457627119
350,209,15.0,4.555555555555555
351,427,18.05,5.265927977839335
352,209,13.916666666666666,4.832335329341317
353,77,9.0,4.777777777777778
354,194,19.875,5.188679245283019
355,272,13.4375,4.706976744186046
356,264,15.2,4.732456140350878
357,271,16.571428571428573,4.737068965517241
358,235,12.6,4.788359788359788
359,181,12.5,5.42
360,289,25.6,5.109375
361,131,11.444444444444445,4.466019417475728
362,99,11.428571428571429,4.5125
363,573,15.21875,4.66735112936345
364,126,8.909090909090908,4.938775510204081
365,100,13.666666666666666,4.7682926829268295
366,115,11.375,4.912087912087912
367,193,10.266666666666667,4.7727272727272725
368,86,16.25,4.969230769230769
369,136,14.625,4.914529914529915
370,171,15.333333333333334,4.753623188405797
371,145,15.0,4.7
372,233,11.764705882352942,5.29
373,98,10.285714285714286,4.513888888888889
374,134,15.714285714285714,5.109090909090909
375,301,11.681818181818182,4.424124513618677
376,177,13.909090909090908,5.15686274509804
377,206,11.266666666666667,4.863905325443787
378,153,13.0,5.276923076923077
379,540,13.90625,4.851685393258427
380,317,18.928571428571427,4.916981132075471
381,79,13.4,5.104477611940299
382,546,16.24137931034483,5.288747346072187
383,203,9.235294117647058,4.745222929936306
384,251,13.625,5.0504587155963305
385,143,12.3,5.252032520325203
386,164,9.428571428571429,4.401515151515151
387,192,12.153846153846152,4.734177215189874
388,264,17.142857142857142,4.770833333333333
389,362,15.05,4.458471760797342
390,145,13.555555555555555,4.942622950819672
391,149,13.22222222222222,4.756302521008403
392,693,16.314285714285713,4.63922942206655
393,145,9.307692307692308,5.223140495867769
394,339,14.5,4.603448275862069
395,132,17.0,4.478991596638656
396,182,13.083333333333334,5.171974522292993
397,272,14.125,4.783185840707965
398,232,11.823529411764708,5.303482587064677
399,295,15.625,5.044
400,333,16.647058823529413,4.886925795053004
401,336,26.454545454545453,4.869415807560137
402,188,13.083333333333334,4.445859872611465
403,21,8.0,4.5625
404,190,11.142857142857142,4.288461538461538
405,227,12.8,4.625
406,134,11.3,4.823008849557522
407,212,12.571428571428571,4.755681818181818
408,144,14.125,4.610619469026549
409,506,24.33333333333333,5.157534246575342
410,233,13.785714285714286,4.512953367875648
411,343,8.636363636363637,5.498245614035088
412,198,12.384615384615383,4.354037267080745
413,83,8.125,5.076923076923077
414,170,20.857142857142858,4.897260273972603
415,216,18.1,4.718232044198895
416,589,31.4375,5.051689860834991
417,165,8.25,4.628787878787879
418,187,16.88888888888889,4.769736842105263
419,176,15.4,4.928571428571429
420,200,7.95,4.949685534591195
421,220,15.666666666666666,5.180851063829787
422,154,12.4,4.314516129032258
423,367,21.666666666666668,5.064615384615385
424,326,12.227272727272728,4.721189591078067
425,46,19.0,4.394736842105263
426,269,13.6875,4.821917808219178
427,80,9.285714285714286,5.553846153846154
428,412,17.238095238095237,5.204419889502763
429,233,15.25,4.945355191256831
430,570,15.129032258064516,5.076759061833688
431,278,14.1875,4.431718061674009
432,609,18.03448275862069,4.919694072657744
433,255,15.76923076923077,5.160975609756098
434,101,12.285714285714286,4.558139534883721
435,155,13.4,4.828358208955224
436,195,24.0,4.803571428571429
437,225,14.538461538461538,4.677248677248677
438,255,9.476190476190476,4.678391959798995
439,329,16.647058823529413,5.109540636042403
440,163,10.727272727272728,5.033898305084746
441,301,9.72,4.604938271604938
442,190,18.22222222222222,4.7682926829268295
443,111,18.8,5.138297872340425
444,195,18.75,4.786666666666667
445,185,20.125,5.105590062111801
446,213,19.444444444444443,4.382857142857143
447,266,9.478260869565217,4.747706422018348
448,172,13.363636363636363,5.129251700680272
449,207,25.714285714285715,4.777777777777778
450,202,17.77777777777778,5.1375
451,270,16.785714285714285,4.804255319148936
452,124,9.6,4.322916666666667
453,284,15.8,4.767932489451477
454,243,17.083333333333332,5.053658536585366
455,421,16.5,4.768595041322314
456,416,17.736842105263158,4.724035608308605
457,196,13.333333333333334,4.7875
458,348,20.133333333333333,5.135761589403973
459,186,13.545454545454543,5.12751677852349
460,344,18.125,4.996551724137931
461,177,10.214285714285714,4.965034965034965
462,132,15.714285714285714,4.3
463,169,24.0,4.618055555555555
464,323,16.25,4.965384615384616
465,210,18.8,5.196808510638298
466,135,14.0,4.776785714285714
467,306,15.75,4.900793650793651
468,317,19.307692307692307,4.99601593625498
469,337,23.25,5.150537634408602
470,425,20.166666666666668,5.37465564738292
471,356,15.473684210526317,4.537414965986395
472,282,17.307692307692307,4.844444444444444
473,246,14.142857142857142,4.797979797979798
474,194,16.666666666666668,4.886666666666667
475,294,17.785714285714285,4.887550200803213
476,250,15.214285714285714,5.154929577464789
477,365,25.83333333333333,4.925806451612903
478,322,14.444444444444445,5.469230769230769
479,89,12.333333333333334,4.864864864864865
480,29,5.75,4.782608695652174
481,163,10.0,4.892307692307693
482,176,12.333333333333334,4.993243243243243
483,229,17.454545454545453,4.65625
484,140,16.285714285714285,4.754385964912281
485,310,19.285714285714285,4.848148148148148
486,259,12.27777777777778,4.97737556561086
487,278,15.466666666666669,4.922413793103448
488,278,18.0,4.854700854700854
489,204,10.933333333333334,4.524390243902439
